WormBase_ID,Chr,Gene,Tajima's D,Normalized Pi,Fay and Wu's H
WBGene00022713,II,ZK355.3,-1.3289,0.0002,-1.8930
WBGene00022714,II,irld-64,-1.1405,0.0019,1.6316
WBGene00022715,II,irld-65,-1.4921,0.0010,-0.9107
WBGene00022716,II,irld-66,-1.5212,0.0007,-1.2749
WBGene00022717,III,hipr-1,-1.4725,0.0002,-1.5043
WBGene00022718,III,ZK370.4,-0.2016,0.0001,0.2664
WBGene00022719,III,pdhk-2,NA,0.0000,0.0000
WBGene00022720,III,ZK370.6,NA,0.0000,0.0000
WBGene00022721,III,ugtp-1,-0.6821,0.0006,-1.6302
WBGene00022722,III,ZK370.8,-1.0674,0.0004,-1.3830
WBGene00022723,X,ZK380.2,-0.9191,0.0010,-4.6220
WBGene00022724,X,ZK380.4,-1.3989,0.0012,-12.1941
WBGene00022725,IV,ZK381.2,-1.6318,0.0001,0.1514
WBGene00022726,IV,nhr-249,NA,0.0000,0.0000
WBGene00022727,IV,prkl-1,-1.1407,0.0000,0.0163
WBGene00022728,X,ZK402.1,-1.7057,0.0002,-3.8929
WBGene00022729,X,ZK402.2,-1.4786,0.0001,0.0407
WBGene00022730,X,ZK402.3,-1.1399,0.0000,0.0165
WBGene00022731,X,ZK402.5,0.7694,0.0025,-10.0240
WBGene00022732,III,ZK418.2,-1.0028,0.0004,0.5183
WBGene00022733,III,tmem-17,-0.1919,0.0015,0.4833
WBGene00022734,III,ZK418.5,0.6726,0.0004,0.2127
WBGene00022735,III,ZK418.6,-0.8130,0.0003,0.3415
WBGene00022736,III,ZK418.7,-0.8398,0.0000,0.0082
WBGene00022737,III,tofu-7,-1.5216,0.0004,-3.4518
WBGene00022738,III,ZK418.9,-1.5611,0.0001,0.1262
WBGene00022739,II,toe-1,-1.4698,0.0004,-3.6697
WBGene00022741,II,ZK430.5,-1.9179,0.0011,-12.6605
WBGene00022742,II,ZK430.7,-1.3715,0.0003,-1.2142
WBGene00022743,II,mlt-7,-0.7618,0.0002,0.3476
WBGene00022744,X,ZK470.1,NA,0.0000,0.0000
WBGene00022745,X,ZK470.2,-1.3298,0.0004,0.2966
WBGene00022746,X,ZK470.4,-0.6673,0.0009,0.2167
WBGene00022747,X,ZK470.6,-1.0742,0.0000,0.0323
WBGene00022748,I,oaz-1,NA,0.0000,0.0000
WBGene00022749,I,ZK484.3,-1.1076,0.0000,-1.9634
WBGene00022750,I,ZK484.4,-1.7318,0.0002,-3.1803
WBGene00022751,I,msrp-2,-0.8400,0.0000,0.0081
WBGene00022752,I,ZK484.6,-1.1076,0.0001,0.0243
WBGene00022753,I,ZK484.7,-1.8234,0.0003,-9.4417
WBGene00022754,I,nspd-1,-1.3196,0.0002,0.0325
WBGene00022756,V,nhr-251,-0.0501,0.0068,-6.6806
WBGene00022757,V,ZK488.5,-1.0292,0.0051,-34.7842
WBGene00022758,V,ZK488.6,0.3538,0.0077,-6.2193
WBGene00022759,II,ZK546.2,-1.3454,0.0000,0.0245
WBGene00022761,II,ZK546.4,-1.2099,0.0008,-1.3898
WBGene00022762,II,ZK546.5,-0.7189,0.0003,0.3033
WBGene00022765,II,ZK546.14,-1.4573,0.0001,0.1737
WBGene00022766,II,cblc-1,0.0002,0.0007,0.2423
WBGene00022767,X,ZK563.2,-1.5832,0.0001,-1.5702
WBGene00022769,X,sorf-1,-0.8396,0.0000,0.0082
WBGene00022770,X,acp-1,-1.1823,0.0002,-1.4098
WBGene00022771,IV,ZK616.1,-0.7908,0.0000,0.0162
WBGene00022772,IV,ZK616.2,NA,0.0000,0.0000
WBGene00022773,IV,ZK616.3,-1.1076,0.0001,0.0243
WBGene00022774,IV,swsn-6,-0.8400,0.0000,0.0081
WBGene00022775,IV,ZK616.5,-1.4768,0.0002,-7.7177
WBGene00022776,IV,perm-3,-1.1076,0.0000,0.0243
WBGene00022778,IV,ZK616.8,-0.5053,0.0001,0.0616
WBGene00022780,II,ZK622.1,-1.5927,0.0001,0.1119
WBGene00022781,II,pmt-1,-1.6061,0.0002,-3.5237
WBGene00022782,II,ZK622.4,NA,0.0000,0.0000
WBGene00022783,III,tomm-7,NA,0.0000,0.0000
WBGene00022785,III,ZK652.6,-1.5494,0.0000,-1.9157
WBGene00022786,III,ZK652.8,-0.7313,0.0002,0.1099
WBGene00022787,III,tag-307,-1.3073,0.0001,0.1025
WBGene00022788,V,slc-17.7,-1.1393,0.0000,0.0166
WBGene00022789,V,lron-2,-1.4341,0.0000,0.0569
WBGene00022790,V,ZK682.7,-1.2145,0.0001,0.0645
WBGene00022791,III,ZK686.1,-0.3671,0.0016,0.1897
WBGene00022792,III,ZK686.2,-1.1831,0.0001,-1.7734
WBGene00022793,III,ZK686.3,0.3628,0.0006,0.1024
WBGene00022794,III,snu-23,NA,0.0000,0.0000
WBGene00022795,III,ZK686.5,-0.8400,0.0000,0.0081
WBGene00022796,III,ZK688.1,-1.1404,0.0000,-1.9713
WBGene00022797,III,best-24,-0.3578,0.0001,0.1936
WBGene00022798,III,fahd-1,-0.7428,0.0000,0.0240
WBGene00022799,III,ZK688.4,-0.8400,0.0000,0.0081
WBGene00022800,III,ZK688.5,-1.5316,0.0001,-1.6965
WBGene00022801,III,pcp-5,-1.1407,0.0000,0.0163
WBGene00022802,III,ZK688.7,-0.9482,0.0003,-1.6174
WBGene00022803,III,ZK688.9,-0.9438,0.0001,0.0634
WBGene00022804,V,ZK697.1,-2.0980,0.0002,-3.7981
WBGene00022805,V,nhr-256,-0.9871,0.0006,0.0843
WBGene00022807,V,srab-25,-1.1477,0.0011,0.2464
WBGene00022808,V,ZK697.8,-1.4786,0.0007,-1.6969
WBGene00022809,V,ZK697.14,-2.0896,0.0003,-19.6927
WBGene00022810,X,ZK721.3,-1.3470,0.0002,-1.8327
WBGene00022811,X,ZK721.4,-0.9133,0.0001,-1.9178
WBGene00022812,V,uvs-1,-1.9744,0.0003,-3.1130
WBGene00022813,V,ZK742.3,-1.5446,0.0002,-3.3830
WBGene00022814,V,ZK742.4,-1.3612,0.0002,-3.4826
WBGene00022815,I,asic-1,-1.7897,0.0000,-1.7535
WBGene00022816,III,fbn-1,-1.2032,0.0005,-15.1835
WBGene00022817,III,upp-1,0.6922,0.0007,0.1923
WBGene00022820,X,ZK813.1,-1.5109,0.0002,0.0882
WBGene00022821,X,ZK813.2,-1.0090,0.0001,0.0477
WBGene00022822,X,ZK813.3,-1.4813,0.0004,0.1619
WBGene00022823,X,ZK813.4,NA,0.0000,0.0000
WBGene00022824,X,ZK813.5,-1.5294,0.0001,0.0806
WBGene00022825,X,ZK816.1,-0.7936,0.0006,0.1866
WBGene00022826,X,ZK816.3,-1.2772,0.0007,0.1827
WBGene00022827,X,ZK816.4,-0.9586,0.0003,-1.7817
WBGene00022829,X,ZK867.2,-0.9317,0.0006,-6.3379
WBGene00022830,I,ZK973.1,-1.0971,0.0005,-3.5467
WBGene00022831,I,cec-10,-1.9199,0.0002,-4.9813
WBGene00022832,I,pdp-1,-1.1076,0.0000,0.0243
WBGene00022833,I,ZK973.4,-0.9586,0.0005,-5.2971
WBGene00022834,I,ZK973.8,-1.4573,0.0001,0.1100
WBGene00022835,I,ZK973.9,-0.8400,0.0000,0.0081
WBGene00022836,I,ZK973.11,-1.0445,0.0002,-1.5335
WBGene00022837,I,ceh-45,-0.6616,0.0003,-1.7519
WBGene00022838,I,ZK993.2,-0.6956,0.0039,-8.6050
WBGene00022840,V,ZK994.1,-1.6801,0.0005,-10.5662
WBGene00022842,V,ZK994.6,NA,0.0000,0.0000
WBGene00022843,V,ZK1055.2,-1.7498,0.0001,0.0892
WBGene00022845,V,ZK1055.4,-0.7898,0.0001,0.0973
WBGene00022846,V,ZK1055.5,-1.8942,0.0005,-7.2019
WBGene00022847,V,ZK1055.6,-1.9569,0.0001,-3.8183
WBGene00022848,V,ZK1055.7,-1.5326,0.0002,-3.1568
WBGene00022849,II,acs-6,-1.7071,0.0000,0.0576
WBGene00022850,II,ZK1127.3,-1.1404,0.0000,-1.9713
WBGene00022851,II,ZK1127.4,-0.2063,0.0005,-0.8681
WBGene00022852,II,ZK1127.5,-1.4351,0.0001,0.0564
WBGene00022853,II,ZK1127.6,-1.0071,0.0000,0.0484
WBGene00022854,II,cin-4,-1.8660,0.0004,-3.0336
WBGene00022855,II,tcer-1,-0.3218,0.0002,0.5414
WBGene00022856,II,cth-2,-0.8398,0.0000,0.0082
WBGene00022857,II,ZK1127.12,-1.1667,0.0001,0.0780
WBGene00022858,X,ZK1193.2,-2.1461,0.0001,-10.9536
WBGene00022861,X,dve-1,0.6209,0.0007,-3.6611
WBGene00022862,III,ZK1236.1,-1.4208,0.0001,-3.5058
WBGene00022864,III,ZK1236.5,NA,0.0000,0.0000
WBGene00022865,III,ufbp-1,-0.5411,0.0003,-1.5038
WBGene00022866,II,ZK1240.1,1.2373,0.0106,-8.4891
WBGene00022867,II,ZK1240.2,-0.9388,0.0059,-25.0995
WBGene00022868,II,ZK1240.3,-1.2750,0.0031,-10.3340
WBGene00022869,II,ZK1240.4,0.4181,0.0065,1.5479
WBGene00022870,II,ZK1240.5,0.3993,0.0142,6.6671
WBGene00022871,II,ZK1240.6,0.1746,0.0111,-9.5806
WBGene00022872,II,ZK1240.8,0.4533,0.0141,-19.9240
WBGene00022873,II,ZK1240.9,0.0007,0.0094,-2.4100
WBGene00022874,II,nep-25,-1.7757,0.0013,-43.9874
WBGene00022875,II,ZK1248.4,-1.1407,0.0001,-1.9714
WBGene00022876,II,ZK1248.5,-1.5079,0.0003,-5.3867
WBGene00022877,II,wago-5,-2.1722,0.0002,-5.2702
WBGene00022880,II,tbc-2,-1.6954,0.0001,-3.6871
WBGene00022881,II,ZK1248.11,-0.9407,0.0002,-3.5674
WBGene00022882,II,ZK1248.13,-1.8173,0.0003,-7.2376
WBGene00022883,II,ZK1248.15,-0.8165,0.0005,0.5010
WBGene00022884,II,ZK1248.17,-1.7008,0.0006,-11.7592
WBGene00022885,II,ZK1248.19,-0.9797,0.0004,0.2150
WBGene00022886,II,ZK1290.1,-0.6701,0.0012,-1.4646
WBGene00022887,II,ZK1290.5,-1.2938,0.0000,0.0403
WBGene00022888,II,rnh-1.1,-1.1939,0.0004,-2.7397
WBGene00022889,II,ZK1290.7,-1.0971,0.0003,0.2554
WBGene00022890,II,fbxa-224,-1.1387,0.0007,-4.2851
WBGene00022891,II,ZK1290.10,-1.4537,0.0003,-1.1372
WBGene00022892,II,ZK1290.11,-1.0906,0.0005,-5.2174
WBGene00022893,II,ZK1290.13,-0.3253,0.0001,0.0889
WBGene00023067,I,rpl-41.1,NA,0.0000,0.0000
WBGene00023068,I,rpl-41.2,NA,0.0000,0.0000
WBGene00023172,I,Y23H5A.8,-1.1637,0.0008,0.0799
WBGene00023186,IV,Y67D8B.3,-1.6264,0.0003,-3.8798
WBGene00023284,V,F41B5.1,0.5638,0.0029,0.5129
WBGene00023404,III,plr-1,-1.5677,0.0000,-1.9232
WBGene00023405,III,sor-1,-1.3183,0.0004,-8.1067
WBGene00023407,II,cex-1,-0.8400,0.0000,0.0081
WBGene00023408,II,cex-2,-1.1721,0.0003,0.1451
WBGene00023409,I,mbd-2,NA,0.0000,0.0000
WBGene00023410,II,F47F6.9,0.3682,0.0106,11.0535
WBGene00023411,I,srz-3,-1.4951,0.0001,0.0940
WBGene00023413,I,H31B20.2,-0.8400,0.0000,0.0081
WBGene00023414,III,R01H2.7,-1.1407,0.0000,0.0163
WBGene00023415,I,F16C3.3,-0.9286,0.0004,0.2306
WBGene00023416,II,spi-1,-0.3253,0.0003,0.0889
WBGene00023417,V,swm-1,-1.0744,0.0001,0.0323
WBGene00023418,II,R06F6.12,-0.1955,0.0006,0.5323
WBGene00023419,V,F53F4.16,-0.8400,0.0000,0.0081
WBGene00023420,II,C26D10.7,-1.5208,0.0008,-9.0008
WBGene00023421,IV,rde-11,-1.0420,0.0003,0.2613
WBGene00023422,III,mrpl-21,-0.6225,0.0003,0.1376
WBGene00023423,III,F43C1.7,-0.5837,0.0004,-1.5503
WBGene00023424,IV,C53D6.10,NA,0.0000,0.0000
WBGene00023425,II,try-9,-0.5138,0.0015,-3.2023
WBGene00023427,II,F14D2.15,-1.3968,0.0011,-1.4569
WBGene00023431,V,C25E10.13,-0.8400,0.0000,0.0081
WBGene00023432,V,K12B6.9,0.2939,0.0008,0.2915
WBGene00023450,III,T12D8.10,-1.5440,0.0005,0.1346
WBGene00023451,III,mlc-7,-1.1402,0.0000,0.0164
WBGene00023458,X,M02E1.3,NA,0.0000,0.0000
WBGene00023459,I,Y18D10A.26,-0.7941,0.0009,-0.0055
WBGene00023460,X,F46H6.5,-0.9600,0.0005,0.1407
WBGene00023462,IV,srz-83,-1.5297,0.0007,0.4419
WBGene00023463,IV,srz-82,-0.5140,0.0015,0.4761
WBGene00023474,IV,srz-37,0.7731,0.0018,1.1007
WBGene00023475,IV,srz-69,-0.1123,0.0019,0.4738
WBGene00023477,X,nspc-1,NA,0.0000,0.0000
WBGene00023478,IV,srz-62,-0.8636,0.0009,0.8212
WBGene00023479,II,srz-67,2.5675,0.0071,4.5032
WBGene00023483,III,Y75B8A.39,-1.0974,0.0037,-17.6327
WBGene00023484,IV,Y54G2A.37,-1.4539,0.0018,-21.1212
WBGene00023485,V,ttr-49,-1.6949,0.0003,0.1738
WBGene00023486,IV,K08B4.7,-0.3830,0.0017,-3.0149
WBGene00023487,IV,mrps-24,-0.9439,0.0001,-1.9247
WBGene00023489,III,F42A10.9,-1.7041,0.0005,-1.7664
WBGene00023490,I,F36A2.14,-0.9722,0.0001,-3.5937
WBGene00023491,X,tsp-21,-0.5451,0.0003,0.2464
WBGene00023492,X,T24D3.2,NA,0.0000,0.0000
WBGene00023493,X,nspc-12,NA,0.0000,0.0000
WBGene00023497,X,lin-15B,-0.2141,0.0006,-4.0531
WBGene00023498,X,lin-15A,-0.4227,0.0006,-1.1415
WBGene00023499,II,srz-63,0.8006,0.0087,3.9973
WBGene00023500,X,C11H1.9,-0.1828,0.0010,0.9150
WBGene00023501,IV,F11E6.11,2.1781,0.0088,4.0886
WBGene00023502,IV,clec-184,-2.1939,0.0004,-5.2530
WBGene00023503,V,F17C11.13,-0.4153,0.0002,0.0754
WBGene00023504,V,F26F2.8,-0.2831,0.0018,-3.3022
WBGene00023505,V,srz-102,-0.6439,0.0033,-11.4719
WBGene00023506,V,srz-11,-2.1439,0.0011,-6.5994
WBGene00023508,IV,srz-38,-1.1323,0.0011,-0.7394
WBGene00023513,IV,srz-71,-0.0610,0.0019,0.0000
WBGene00023514,IV,srz-72,-0.9641,0.0015,1.2412
WBGene00023515,V,srz-97,-0.6455,0.0011,-5.4829
WBGene00023517,IV,srz-75,-1.5486,0.0011,0.8406
WBGene00023518,IV,srz-76,-1.6387,0.0002,0.2043
WBGene00023519,V,Y60A3A.24,-1.6580,0.0001,-3.7708
WBGene00023520,IV,oig-5,-1.5530,0.0004,0.1872
WBGene00043049,I,F32H2.11,NA,0.0000,0.0000
WBGene00043050,II,oig-4,-0.8396,0.0000,0.0082
WBGene00043051,III,C29E4.13,0.0501,0.0011,-3.5300
WBGene00043052,IV,srz-104,-1.6391,0.0001,0.0899
WBGene00043054,II,T21B4.15,-2.0730,0.0004,-7.6587
WBGene00043056,I,nfya-2,-1.4139,0.0001,0.0642
WBGene00043057,III,M142.8,-1.0673,0.0007,-5.5402
WBGene00043058,II,sre-34,-1.2813,0.0011,-7.1688
WBGene00043059,V,srab-26,-1.3805,0.0002,0.2109
WBGene00043060,III,R144.12,0.8119,0.0005,-0.2902
WBGene00043061,IV,Y54G2A.38,-1.4268,0.0004,-6.8543
WBGene00043062,IV,clec-80,-1.5172,0.0036,-33.6651
WBGene00043064,IV,nbet-1,-0.6948,0.0001,0.0318
WBGene00043065,IV,C55C3.7,-1.1046,0.0010,-3.3872
WBGene00043066,IV,acr-25,-0.8398,0.0000,0.0082
WBGene00043067,IV,dlc-5,-0.1908,0.0002,0.1084
WBGene00043068,IV,F32E10.9,-1.1404,0.0000,0.0164
WBGene00043069,V,F20D6.12,-1.6165,0.0004,-3.1705
WBGene00043097,III,C02D5.4,0.4898,0.0008,0.3758
WBGene00043120,II,C09H10.4,-1.1394,0.0001,0.0166
WBGene00043147,IV,nspd-6,0.3446,0.0018,0.2795
WBGene00043156,III,C27F2.9,-0.8398,0.0000,0.0082
WBGene00043187,X,nspa-9,-0.6442,0.0004,0.0399
WBGene00043279,I,F22D6.8,-1.0583,0.0007,-3.5389
WBGene00043297,III,F28F5.4,0.5033,0.0035,0.2637
WBGene00043302,V,F32D8.11,-0.9145,0.0004,0.0695
WBGene00043308,I,tmem-107,-1.0687,0.0003,-1.8812
WBGene00043327,II,F45D11.7,-0.8398,0.0000,0.0082
WBGene00043328,II,F45D11.11,-0.8398,0.0000,0.0082
WBGene00043466,IV,R05G6.3,-0.6434,0.0009,0.1283
WBGene00043469,X,R09H3.2,-0.8392,0.0001,0.0000
WBGene00043534,II,W02B12.13,-1.0652,0.0002,-1.5408
WBGene00043666,V,Y45G5AM.4,-0.4391,0.0053,-4.7577
WBGene00043702,IV,Y54G2A.7,-0.1498,0.0022,-5.8925
WBGene00043705,IV,egrh-2,-1.6008,0.0006,-1.5513
WBGene00043743,IV,Y59E9AL.2,NA,0.0000,0.0000
WBGene00043948,III,ZC262.7,NA,0.0000,0.0000
WBGene00043952,V,ZC404.2,-0.6079,0.0007,0.1356
WBGene00043980,X,F11D5.7,-1.5617,0.0006,-1.3367
WBGene00043981,X,T14E8.4,-1.9651,0.0001,-3.7764
WBGene00043982,X,B0403.6,NA,0.0000,0.0000
WBGene00043983,X,C39D10.11,-1.0108,0.0006,-1.3534
WBGene00043984,II,C56E6.7,-0.8398,0.0000,0.0082
WBGene00043985,X,C44C10.11,-1.1284,0.0012,-0.6898
WBGene00043986,II,fut-5,-1.6722,0.0003,-1.3964
WBGene00043988,X,AC8.10,NA,0.0000,0.0000
WBGene00043989,X,AC8.11,NA,0.0000,0.0000
WBGene00043990,X,AC8.12,NA,0.0000,0.0000
WBGene00043992,III,bbs-4,-1.5780,0.0001,-1.7547
WBGene00043994,III,C07A9.12,-1.2010,0.0002,0.1406
WBGene00043995,III,F40F12.9,-1.3677,0.0011,0.3604
WBGene00043996,III,fbxb-87,-1.2165,0.0005,-1.5758
WBGene00043997,III,Y79H2A.12,-1.1407,0.0000,0.0163
WBGene00043998,III,T21C12.8,-1.5578,0.0002,0.1894
WBGene00044001,IV,C09G4.4,NA,0.0000,0.0000
WBGene00044002,V,srt-74,-1.5526,0.0009,-2.9451
WBGene00044003,IV,Y41E3.18,-1.5667,0.0008,0.6442
WBGene00044004,X,C24A8.6,NA,0.0000,0.0000
WBGene00044005,III,F37C12.18,-1.1407,0.0000,-1.9714
WBGene00044006,II,H32K21.1,-0.1908,0.0005,-1.6483
WBGene00044007,II,ZK1320.13,NA,0.0000,0.0000
WBGene00044008,I,gip-2,-1.6734,0.0000,0.0737
WBGene00044009,IV,ZK822.6,-1.3300,0.0002,0.0938
WBGene00044011,V,T06E4.12,-1.1677,0.0003,-1.4970
WBGene00044012,V,srxa-19,-1.1631,0.0004,-3.2985
WBGene00044013,V,F15H10.9,-1.2145,0.0007,-11.6849
WBGene00044014,V,F15H10.10,-2.0467,0.0002,-19.7176
WBGene00044016,V,C35A5.10,-1.6812,0.0003,-5.3567
WBGene00044018,IV,T04B2.8,-0.8813,0.0002,0.0776
WBGene00044019,V,C55A6.12,-1.1389,0.0002,0.0871
WBGene00044020,V,ZK856.14,NA,0.0000,0.0000
WBGene00044021,X,R02E4.2,-1.1908,0.0001,-1.9161
WBGene00044024,V,C35A5.11,-1.1402,0.0000,0.0164
WBGene00044025,IV,T01G1.4,NA,0.0000,0.0000
WBGene00044026,II,cisd-1,-0.8398,0.0000,-1.9794
WBGene00044027,II,F27E5.8,-1.3191,0.0000,0.0326
WBGene00044028,II,F33H1.6,-1.1051,0.0001,0.0249
WBGene00044029,II,C05D12.7,-0.8400,0.0000,0.0081
WBGene00044030,II,Y17G7B.23,-1.8522,0.0003,-1.7566
WBGene00044031,II,F49C5.9,-1.8186,0.0010,-1.8650
WBGene00044032,II,ceh-99,-0.0910,0.0089,2.2659
WBGene00044034,II,Y38E10A.28,1.7779,0.0118,-8.1785
WBGene00044035,II,F27E5.7,-0.8400,0.0000,0.0081
WBGene00044043,II,Y46G5A.38,-1.4559,0.0001,0.0490
WBGene00044044,V,C08B6.14,-1.3113,0.0005,-2.9149
WBGene00044045,V,R11G10.3,-1.3040,0.0003,-3.6563
WBGene00044047,II,Y57A10C.11,-1.2689,0.0012,-9.2999
WBGene00044048,II,F57G9.7,-1.3489,0.0009,-1.1218
WBGene00044049,II,sfxn-5,-1.3293,0.0001,0.0941
WBGene00044058,I,F17B5.6,-2.1239,0.0009,-7.7385
WBGene00044059,V,T27C5.12,-1.8083,0.0023,1.4961
WBGene00044061,X,tbc-12,-1.0387,0.0002,0.2565
WBGene00044062,II,snb-6,0.3444,0.0024,-1.8057
WBGene00044063,II,bpnt-1,-1.2911,0.0000,0.0412
WBGene00044065,I,tag-229,-0.8400,0.0000,0.0081
WBGene00044066,I,fbxb-66,-2.0129,0.0004,-1.3988
WBGene00044067,IV,zipt-7.1,1.0845,0.0021,1.9005
WBGene00044068,X,syd-9,-0.9680,0.0004,-2.1593
WBGene00044069,III,hat-1,-1.1404,0.0000,0.0164
WBGene00044070,I,set-18,-1.5273,0.0001,-1.6338
WBGene00044071,X,dhhc-14,-0.5475,0.0004,0.1658
WBGene00044072,III,ham-3,-0.6998,0.0001,0.1166
WBGene00044073,IV,tag-244,0.3640,0.0041,-8.9826
WBGene00044074,II,mltn-5,-1.1795,0.0012,-6.7403
WBGene00044077,V,tag-232,-1.4984,0.0000,-1.9540
WBGene00044078,III,tag-243,-1.1656,0.0001,0.0790
WBGene00044079,X,tag-241,-1.8598,0.0001,-1.0929
WBGene00044080,V,D1086.10,-1.0359,0.0004,0.1960
WBGene00044081,V,D1086.11,-0.8791,0.0001,0.0786
WBGene00044082,V,D1086.12,-1.3703,0.0001,-1.8746
WBGene00044083,IV,tin-9.2,-0.4591,0.0002,0.0687
WBGene00044084,II,sre-46,-1.0669,0.0008,-1.1860
WBGene00044086,V,clec-228,-1.4932,0.0005,-7.5304
WBGene00044087,V,C45H4.18,-1.4621,0.0021,-14.6526
WBGene00044088,V,oac-2,-1.9988,0.0011,0.6431
WBGene00044089,V,srbc-31,-2.0030,0.0016,-28.0760
WBGene00044090,V,srbc-33,-2.1367,0.0003,-21.5602
WBGene00044091,V,srbc-60,-2.2933,0.0011,-39.6688
WBGene00044092,IV,srbc-71,-1.5739,0.0002,-1.8073
WBGene00044094,I,fitm-2,-1.1407,0.0000,0.0163
WBGene00044099,V,srd-75,NA,0.0000,0.0000
WBGene00044100,V,srbc-27,-1.5136,0.0012,-1.0770
WBGene00044105,V,srbc-55,-1.4254,0.0035,-37.4535
WBGene00044106,V,srbc-84,-1.9398,0.0024,-47.4259
WBGene00044107,IV,F58G6.9,-0.6141,0.0005,-1.3924
WBGene00044109,V,K02E11.10,-1.7815,0.0003,-5.7010
WBGene00044112,V,srm-5,-0.6514,0.0007,-3.8100
WBGene00044113,V,C54F6.15,-1.1399,0.0001,-1.9710
WBGene00044114,V,srxa-11,-2.0094,0.0005,-24.8368
WBGene00044115,V,srxa-12,-2.2275,0.0005,-29.1896
WBGene00044116,V,srxa-13,-1.9832,0.0003,-17.4632
WBGene00044117,V,srsx-10,-0.7049,0.0008,-0.2157
WBGene00044120,I,C36B1.13,-1.5031,0.0002,0.0915
WBGene00044121,X,gcp-2.3,-0.9806,0.0008,0.2552
WBGene00044122,I,T28B8.6,-0.8400,0.0000,0.0081
WBGene00044124,IV,srsx-15,-1.5099,0.0007,-3.1427
WBGene00044125,IV,srsx-16,-1.3170,0.0000,0.0333
WBGene00044127,III,BE10.5,-0.0735,0.0027,0.5312
WBGene00044131,V,Y45G12C.16,NA,0.0000,0.0000
WBGene00044132,X,C23H4.8,-0.6903,0.0005,-1.5820
WBGene00044133,X,C44C10.12,0.1808,0.0026,0.4024
WBGene00044134,X,D1025.10,-1.2748,0.0002,0.1840
WBGene00044135,X,F08G12.11,-0.4608,0.0002,0.0685
WBGene00044136,X,F23D12.8,0.1534,0.0026,0.3779
WBGene00044137,X,F28H6.8,-0.0290,0.0017,-0.3403
WBGene00044138,X,sssh-1,-1.1404,0.0000,0.0164
WBGene00044139,X,F42D1.4,-1.1395,0.0001,0.0166
WBGene00044140,X,F42F12.11,-1.2427,0.0005,-3.4414
WBGene00044141,X,H03G16.6,-1.2427,0.0001,0.0557
WBGene00044142,X,H13N06.7,-1.1300,0.0012,0.6477
WBGene00044143,X,K09E9.4,0.1331,0.0022,0.3266
WBGene00044144,X,M153.4,-1.1188,0.0008,-3.1562
WBGene00044145,X,M163.9,-1.2783,0.0012,-1.4390
WBGene00044146,X,M163.10,0.2014,0.0024,-0.2993
WBGene00044147,X,M163.11,-1.4740,0.0003,-1.7572
WBGene00044148,X,T08D10.4,-1.4545,0.0006,-1.1372
WBGene00044149,X,T24D5.6,-1.6841,0.0013,0.3976
WBGene00044150,X,VB0395L.1,-0.8591,0.0005,-1.2789
WBGene00044151,X,W04G3.12,-1.2681,0.0001,-1.9396
WBGene00044152,X,W04G3.10,-0.8807,0.0010,0.3182
WBGene00044153,X,W04G3.11,-0.3083,0.0013,0.4066
WBGene00044154,X,Y7A5A.10,-0.8807,0.0003,0.0772
WBGene00044156,X,Y66C5A.1,-0.9907,0.0006,0.1304
WBGene00044157,X,Y66C5A.2,0.7398,0.0026,0.5416
WBGene00044158,II,Y53C12A.8,-1.5115,0.0001,0.0880
WBGene00044159,II,F26C11.4,-0.8396,0.0000,0.0082
WBGene00044160,II,W10C6.2,-1.4984,0.0001,-1.9540
WBGene00044162,II,F49C5.10,-0.6364,0.0020,0.3742
WBGene00044163,II,F49C5.11,-1.1840,0.0005,-1.7668
WBGene00044164,II,Y46G5A.39,-1.0972,0.0027,-2.7592
WBGene00044166,III,C54C6.7,NA,0.0000,0.0000
WBGene00044167,III,C36A4.11,-0.8398,0.0000,0.0082
WBGene00044169,II,C06C3.10,-0.1463,0.0033,-2.6289
WBGene00044174,V,fipr-5,-1.7581,0.0013,-1.2943
WBGene00044175,V,fipr-9,-1.3104,0.0008,0.0735
WBGene00044176,V,C30G7.2,-0.6064,0.0003,0.1382
WBGene00044177,V,C30G7.3,-1.9252,0.0008,-2.9978
WBGene00044178,V,C30G7.4,-1.5574,0.0004,-1.7598
WBGene00044179,V,C30G7.5,-2.1668,0.0002,-1.7933
WBGene00044180,V,C47E8.11,-0.8392,0.0000,-1.9792
WBGene00044181,V,F09C6.11,0.6622,0.0279,-0.3888
WBGene00044182,V,F09C6.12,1.9726,0.0097,-0.3788
WBGene00044183,V,F09C6.13,-0.9677,0.0014,0.3009
WBGene00044184,V,F11A5.16,-2.1525,0.0023,-30.1261
WBGene00044185,V,F14F8.14,0.2055,0.0112,-6.7368
WBGene00044187,V,ttll-9,-1.0362,0.0001,0.1148
WBGene00044188,V,F28F8.9,-2.2617,0.0006,-1.8141
WBGene00044189,V,F36D3.14,-0.0868,0.0077,0.6572
WBGene00044191,V,F43D2.6,-0.9506,0.0018,-2.0037
WBGene00044192,V,F46B6.13,-0.8400,0.0000,0.0081
WBGene00044193,V,F47B8.13,-2.0878,0.0005,0.3830
WBGene00044194,V,F47B8.14,-1.2202,0.0008,-0.3129
WBGene00044195,V,F49A5.10,-1.1378,0.0035,-9.4625
WBGene00044197,V,fbxb-63,-0.7609,0.0078,2.7040
WBGene00044198,V,F56H9.6,-1.1403,0.0000,-1.9712
